original_countryname,original_AddressAlph,original_address_id,original_group,lat,lon,formatted,housenumber,name,street,postcode,district,suburb,county_code,city,county,state,state_code,country,country_code,confidence,confidence_city_level,confidence_street_level,attribution,attribution_license,attribution_url
United Kingdom,"Hunton House,Highbridge Estate,Oxford Rd.,Uxbridge,Middlesex,UB8 1LX",2271,5,51.5466476,-0.483017,"Oxford Road, London, UB8 2TP, United Kingdom",,Oxford Road,Oxford Road,UB8 2TP,London Borough of Hillingdon,,,London,Greater London,England,ENG,United Kingdom,gb,0.44099999999999995,0.7,0.7,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Hunts Rise,South Marston Ind.Estate Swindon,SN3 4TW",2272,5,51.6024319,-1.7356091,"Hunts Rise, Stanton Fitzwarren, SN3 4TW, United Kingdom",,Hunts Rise,Hunts Rise,SN3 4TW,,Stanton Fitzwarren,SWD,Stanton Fitzwarren,Swindon,England,ENG,United Kingdom,gb,0.6612244897959183,1,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Hunts Rise,South Marston Ind.Estate,Swindon Wiltshire,SN3 4TW",2273,5,51.6015833,-1.7386763,"Hunts Rise, Stanton Fitzwarren, SN3 4TW, United Kingdom",,Hunts Rise,Hunts Rise,SN3 4TW,,Stanton Fitzwarren,SWD,Stanton Fitzwarren,Swindon,England,ENG,United Kingdom,gb,0.7,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Hunts Rise,South Marston Park Swindon,Wiltshire,SN3 4TW",2274,5,51.5980719,-1.740555,"South Marston Park, Stirling Road, South Marston, SN3 4DE, United Kingdom",,South Marston Park,Stirling Road,SN3 4DE,,South Marston,SWD,South Marston,Swindon,England,ENG,United Kingdom,gb,0.030624999999999996,0.7,0.0875,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Hunts Rise,South Marston Swindon,Wiltshire,SN3 4TW",2275,5,51.590303,-1.774862,"Marston Avenue, Wiltshire, SN3 4TW, United Kingdom",,,Marston Avenue,SN3 4TW,,,WIL,,Wiltshire,England,ENG,United Kingdom,gb,0.45,1,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Hunts.Rise,South Marston PK.Swindon,Wilts,SN3 4TW",2276,5,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,"Hursley Park,Hursley,SO21 2JN",2277,5,51.0193909,-1.3988058,"Hursley Park, Winchester, SO21 2JN, United Kingdom",,Hursley Park,,SO21 2JN,,,HAM,Winchester,Hampshire,England,ENG,United Kingdom,gb,1,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Hygeia Bldg.,66 College Rd.,Harrow,HA1 1BE",2278,5,51.5801176,-0.3373203,"66 College Road, London, HA1 1BE, United Kingdom",66,,College Road,HA1 1BE,Harrow,Greenhill,,London,London,England,ENG,United Kingdom,gb,0.9,1,1,,,
United Kingdom,"Hythe House,200 Shepherd's Bush Rd.,London W6 7NY",2279,5,51.5006299,-0.2221498,"Shepherd's Bush Road, London, W6 7PH, United Kingdom",,Shepherd's Bush Road,Shepherd's Bush Road,W6 7PH,London Borough of Hammersmith and Fulham,Brook Green,,London,Greater London,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Hythe House,200 Shepherds Bush Rd.,London,W6 7NL",2280,5,51.495644850000005,-0.22418997559179205,"Hythe House, 200 Shepherds Bush Road, London, W6 7JS, United Kingdom",200,Hythe House,Shepherds Bush Road,W6 7JS,London Borough of Hammersmith and Fulham,Brook Green,,London,Greater London,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"I Bruntcliffe Ave.,Morley,LS27 0LL",2281,5,53.7485823,-1.6168571,"Bruntcliffe Avenue, Leeds, LS27 0TG, United Kingdom",,Bruntcliffe Avenue,Bruntcliffe Avenue,LS27 0TG,,Leeds 27,,Leeds,West Yorkshire,England,ENG,United Kingdom,gb,0.5670000000000001,1,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"IBEX House 42-47 Minories,London EC3N 1DY",2282,5,51.5117522,-0.0752154,"Shree Food and News, 42-47 Minories, City of London, EC3N 1DY, United Kingdom",42-47,Shree Food and News,Minories,EC3N 1DY,,Aldgate,,City of London,Greater London,England,ENG,United Kingdom,gb,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"IBEX House 42-47 Minories,London,EC3N 1DY",2283,5,51.5117522,-0.0752154,"Shree Food and News, 42-47 Minories, City of London, EC3N 1DY, United Kingdom",42-47,Shree Food and News,Minories,EC3N 1DY,,Aldgate,,City of London,Greater London,England,ENG,United Kingdom,gb,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Ibex House 42-47,Minories,London EC3N 1DY",2284,5,51.5117522,-0.0752154,"Shree Food and News, 42-47 Minories, City of London, EC3N 1DY, United Kingdom",42-47,Shree Food and News,Minories,EC3N 1DY,,Aldgate,,City of London,Greater London,England,ENG,United Kingdom,gb,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Ibex House,42-47 Minories,London EC3N 1DY",2285,5,51.5117522,-0.0752154,"Shree Food and News, 42-47 Minories, City of London, EC3N 1DY, United Kingdom",42-47,Shree Food and News,Minories,EC3N 1DY,,Aldgate,,City of London,Greater London,England,ENG,United Kingdom,gb,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"ICL House,1 High St.,Putney,London,SW15 1SW",2286,5,51.41175440000001,-0.31154611711470326,"White Hart, 1 High Street, London, KT1 4DA, United Kingdom",1,White Hart,High Street,KT1 4DA,London Borough of Richmond upon Thames,Hampton Wick,,London,Greater London,England,ENG,United Kingdom,gb,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"ICL House,1 High St.,Putney,London,SW15 ISW",2287,5,51.41175440000001,-0.31154611711470326,"White Hart, 1 High Street, London, KT1 4DA, United Kingdom",1,White Hart,High Street,KT1 4DA,London Borough of Richmond upon Thames,Hampton Wick,,London,Greater London,England,ENG,United Kingdom,gb,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"ICL House,1 High St.,Putney,London,SWIS 1SW",2288,5,51.4631507,-0.21615558999817736,"Mooboo Putney, Putney High Street, London, SW15 1TW, United Kingdom",,Mooboo Putney,Putney High Street,SW15 1TW,London Borough of Wandsworth,Putney Retail Area,,London,Greater London,England,ENG,United Kingdom,gb,0.36450000000000005,0.81,0.7290000000000001,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Ilminster,Somerset,TA19 9PH",2289,5,50.9318407,-2.9243555,"Ilminster, TA19 9PH, United Kingdom",,,,TA19 9PH,,,SOM,Ilminster,Somerset,England,ENG,United Kingdom,gb,1,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Imperial Park,New Port,NP1 9UJ",2290,5,51.553035,-3.041054,"Unit 4 Imperial Park, Coedkernew Community, NP10 8BE, United Kingdom",Unit 4,,Imperial Park,NP10 8BE,Coedkernew Community,,MON,Coedkernew Community,Monmouthshire,Wales,WLS,United Kingdom,gb,0,0.5,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Imperial Park,Newport,NP10 8UJ",2291,5,51.5517158,-3.0370560512503633,"Imperial Park, Newport, NP10 8UJ, United Kingdom",,Imperial Park,,NP10 8UJ,,Coedkernew,,Newport,,Wales,WLS,United Kingdom,gb,1,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Infinity View,1 Hazelwood,Lime Tree Way,Chineham,Basingstoke,Hampshire RG24 8WZ",2292,5,51.2931289,-1.0681161,"Lime Tree Way, Basingstoke and Deane, RG24 8UB, United Kingdom",,Lime Tree Way,Lime Tree Way,RG24 8UB,,Popley,HAM,Basingstoke and Deane,Hampshire,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Ingersol House,9 Kingsway London WC2B 6XF",2293,5,51.5136046,-0.1180694,"London, WC2B 6XF, United Kingdom",,,,WC2B 6XF,,,,London,Greater London,England,ENG,United Kingdom,gb,0.6,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Ingersol House,9 Kingsway,London WC2B 6XF",2294,5,51.5136046,-0.1180694,"London, WC2B 6XF, United Kingdom",,,,WC2B 6XF,,,,London,Greater London,England,ENG,United Kingdom,gb,0.6,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Innovation House,Mere Way,Ruddington Fields Business Park Ruddington,Nottingham NG11 6JS",2295,5,52.8827185,-1.1442067,"Mere Way, Rushcliffe, NG11 6JS, United Kingdom",,Mere Way,Mere Way,NG11 6JS,,Ruddington Fields Business Park,NTT,Rushcliffe,Nottinghamshire,England,ENG,United Kingdom,gb,0.7,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Inspired Easthampstead Rd.,Bracknell,Berkshire RG12 1NS",2296,5,51.4141355,-0.7609302,"Easthampstead Road, Bracknell, RG12 1FB, United Kingdom",,Easthampstead Road,Easthampstead Road,RG12 1FB,,Western Industrial Area,BRC,Bracknell,Bracknell Forest,England,ENG,United Kingdom,gb,0.44099999999999995,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Int'l Press Centre 6th Fl.,76 Shoe Lane,London EC4A 3JB",2297,5,51.5157556,-0.1067376,"Deloitte, 76 Shoe Lane, City of London, EC4A 3JR, United Kingdom",76,Deloitte,Shoe Lane,EC4A 3JR,,Blackfriars,,City of London,Greater London,England,ENG,United Kingdom,gb,0.5103000000000001,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"International House,World Trade Centre,1,St.Katharine's Way,London E1 9UN",2298,5,51.5075754,-0.07373754052298329,"QA Limited, 1 St. Katharine's Way, London, E1W 1UN, United Kingdom",1,QA Limited,St. Katharine's Way,E1W 1UN,London Borough of Tower Hamlets,Wapping,,London,Greater London,England,ENG,United Kingdom,gb,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Investor House,Wesshington Way,Sunderland,Tyne & Wear,SR5 3XB",2299,5,54.917659,-1.434412,"Wessington Way, Sunderland, United Kingdom",,,Wessington Way,,,,NET,Sunderland,Newcastle upon Tyne,England,ENG,United Kingdom,gb,0.5,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"IRM House,Le Bordage,St.Peter Port,Guernsey,Channel Islands GY1 1BR",2300,5,55.627269,-6.189594,"Port Ellen, PA42 7DW, United Kingdom",,,Port Ellen,PA42 7DW,,,AGB,Port Ellen,Argyll and Bute,Scotland,SCT,United Kingdom,gb,1,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Ivory Place,Treadgold St.,London W11 4BP",2301,5,51.5123536,-0.2152965,"Treadgold Street, London, W11 4BP, United Kingdom",,Treadgold Street,Treadgold Street,W11 4BP,Royal Borough of Kensington and Chelsea,North Kensington,,London,Greater London,England,ENG,United Kingdom,gb,0.7,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"James Watt Ave.,Westwood Park,Glenrothes Fife,KY7 4TZ",2302,5,56.1810092,-3.1492046,"James Watt Avenue, Glenrothes, KY7 4UJ, United Kingdom",,James Watt Avenue,James Watt Avenue,KY7 4UJ,,Woodside,FIF,Glenrothes,Fife,Scotland,SCT,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"James Watt Ave.Bankhead West,Glenrothes Fife KY7 4T2",2303,5,56.180925,-3.148977,"James Watt Avenue, Fife, KY7 4T2, United Kingdom",,,James Watt Avenue,KY7 4T2,,,FIF,,Fife,Scotland,SCT,United Kingdom,gb,0.2835,1,0.567,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Janome Centre,Southside,Bredbury,Stockport Cheshire SK6 2SP",2304,5,53.4205187,-2.1153017,"Bredbury, Stockport, SK6 2PR, United Kingdom",,Bredbury,,SK6 2PR,,Bredbury,,Stockport,Greater Manchester,England,ENG,United Kingdom,gb,0.12249999999999998,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Janome Centre,Southside,Bredbury,Stockport Cheshire,SK6 2SP",2305,5,53.4205187,-2.1153017,"Bredbury, Stockport, SK6 2PR, United Kingdom",,Bredbury,,SK6 2PR,,Bredbury,,Stockport,Greater Manchester,England,ENG,United Kingdom,gb,0.12249999999999998,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Jardine House,6 Crutched Friars,London EC3N 2HT",2306,5,51.5120149,-0.076956,"Crutched Friars, City of London, EC3N 2HT, United Kingdom",,Crutched Friars,Crutched Friars,EC3N 2HT,City of London,Aldgate,,City of London,Greater London,England,ENG,United Kingdom,gb,0.7,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Jellicoe House Botleigh Grange,Hedge End,Southampton,SO3 4TX",2307,5,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,"Jellicoe House Botleigh Grange,Hedge End,Southampton,SO30 2AF",2308,5,50.9154346,-1.3071423,"Hedge End, SO30 4QR, United Kingdom",,Hedge End,,SO30 4QR,,,HAM,Hedge End,Hampshire,England,ENG,United Kingdom,gb,0.24499999999999997,0.7,0.7,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Jeol House,Silver Court,Watchmead,Welwyn Garden City,Herts,AL7 1LT",2309,5,51.8007747,-0.1851716,"Watchmead, Welwyn Hatfield, AL7 1AP, United Kingdom",,Watchmead,Watchmead,AL7 1AP,,Panshanger,HRT,Welwyn Hatfield,Hertfordshire,England,ENG,United Kingdom,gb,0.44099999999999995,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Jeol House,Silvercourt,Watchmead,Welwyn Garden City,Herts AL7 1LT",2310,5,51.8007747,-0.1851716,"Watchmead, Welwyn Hatfield, AL7 1AP, United Kingdom",,Watchmead,Watchmead,AL7 1AP,,Panshanger,HRT,Welwyn Hatfield,Hertfordshire,England,ENG,United Kingdom,gb,0.44099999999999995,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Jeol House,Silvercourt,Watchmead,Welwyn Garden City,Herts AL71LT.",2311,5,51.8007747,-0.1851716,"Watchmead, Welwyn Hatfield, AL7 1AP, United Kingdom",,Watchmead,Watchmead,AL7 1AP,,Panshanger,HRT,Welwyn Hatfield,Hertfordshire,England,ENG,United Kingdom,gb,0.44099999999999995,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Jeol House,Silvercourt,Watchmead,Welwyn Garden City,Herts,AL7 1LT",2312,5,51.8007747,-0.1851716,"Watchmead, Welwyn Hatfield, AL7 1AP, United Kingdom",,Watchmead,Watchmead,AL7 1AP,,Panshanger,HRT,Welwyn Hatfield,Hertfordshire,England,ENG,United Kingdom,gb,0.44099999999999995,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,Jersey Island,2313,5,51.4424844,-2.629838400000001,"Parklands Road, Bristol, BS3 2JR, United Kingdom",,,Parklands Road,BS3 2JR,Bower Ashton,Ashton Vale,BST,Bristol,City of Bristol,England,ENG,United Kingdom,gb,1,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Jersey,Channel Islands",2314,5,53.462921,-2.721884,"Islands Brow, St Helens, WA11 9PL, United Kingdom",,,Islands Brow,WA11 9PL,,Haresfinch,LIV,St Helens,Liverpool,England,ENG,United Kingdom,gb,0.35714285714285715,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Joule Rd.,West Point Business Park,Andover,Hampshire SP10 3UX",2315,5,51.443758,0.356474,"Unit D1 West Mill, Imperial Business Park, Gravesend, DA11 0DL, United Kingdom",Unit D1,,"West Mill, Imperial Business Park",DA11 0DL,,,KEN,Gravesend,Kent,England,ENG,United Kingdom,gb,0.4147758620689656,0.08099999999999999,0.059049,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Joule Rd.,West Point Business Park,Andover,Hampshire,SP10 3UX",2316,5,51.443758,0.356474,"Unit D1 West Mill, Imperial Business Park, Gravesend, DA11 0DL, United Kingdom",Unit D1,,"West Mill, Imperial Business Park",DA11 0DL,,,KEN,Gravesend,Kent,England,ENG,United Kingdom,gb,0.42205263157894746,0.08099999999999999,0.059049,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Jupiter House,Triton Court,14 Finsbury Sq.,London EC2A 1BR",2317,5,51.5216989,-0.0867593,"Haz, 14 Finsbury Square, London, EC2A 1AH, United Kingdom",14,Haz,Finsbury Square,EC2A 1AH,London Borough of Islington,Finsbury,,London,Greater London,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Jupiter House,Triton Court,14 Finsbury Sq.,London,EC2A 1BR",2318,5,51.5216989,-0.0867593,"Haz, 14 Finsbury Square, London, EC2A 1AH, United Kingdom",14,Haz,Finsbury Square,EC2A 1AH,London Borough of Islington,Finsbury,,London,Greater London,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"JVC Business Park 12 Prestley Way,London NW2 7BA",2319,5,51.554202,-0.127128,"12 Trecastle Way, London, N7 0ER, United Kingdom",12,,Trecastle Way,N7 0ER,Islington,Holloway,,London,London,England,ENG,United Kingdom,gb,0.5,1,0.5555555555555556,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"JVC House,Eldonwall Trading Estate,12 Priestley Way,London NW2 7BA",2320,5,51.5717013,-0.2349902,"Priestley Way, London, NW2 7AN, United Kingdom",,Priestley Way,Priestley Way,NW2 7AN,London Borough of Brent,Dollis Hill,,London,Greater London,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"JVC House,JVC Business Park,12 Prestley Way,London,NW2 7BA",2321,5,51.554202,-0.127128,"12 Trecastle Way, London, N7 0ER, United Kingdom",12,,Trecastle Way,N7 0ER,Islington,Holloway,,London,London,England,ENG,United Kingdom,gb,0.5,1,0.5555555555555556,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"JVC House,JVC Business Park,12 Priestley Way,London NW2 7BA",2322,5,51.5717013,-0.2349902,"Priestley Way, London, NW2 7AN, United Kingdom",,Priestley Way,Priestley Way,NW2 7AN,London Borough of Brent,Dollis Hill,,London,Greater London,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"JVC House,JVC Business Park,12 Priestley Way,London,NW2 7BA",2323,5,51.5717013,-0.2349902,"Priestley Way, London, NW2 7AN, United Kingdom",,Priestley Way,Priestley Way,NW2 7AN,London Borough of Brent,Dollis Hill,,London,Greater London,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"K Line House,21/23 Buckle St.,London E1 8EH",2324,5,51.5145139,-0.0704167,"Buckle Street, London, E1 8DB, United Kingdom",,Buckle Street,Buckle Street,E1 8DB,London Borough of Tower Hamlets,Whitechapel,,London,Greater London,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Kebbell House Carpenders Park,Watford,Hertfordshire WD1 5EB",2325,5,51.627893,-0.385563,"Carpenders Park Station, Watford Rural, WD1 5EB, United Kingdom",,,Carpenders Park Station,WD1 5EB,Watford Rural,,HRT,Watford Rural,Hertfordshire,England,ENG,United Kingdom,gb,0.9,0.9,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Kelbburn Business Park,Port Glasgow,Scotland PA14 6PD",2326,5,55.92208,-4.58479,"Renfrewshire, PA14 6PD, United Kingdom",,,,PA14 6PD,,,RFW,,Renfrewshire,Scotland,SCT,United Kingdom,gb,0.6,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Kelbburn Business Park,Port Glassgow,Scotland PA14 6PD",2327,5,55.92208,-4.58479,"Renfrewshire, PA14 6PD, United Kingdom",,,,PA14 6PD,,,RFW,,Renfrewshire,Scotland,SCT,United Kingdom,gb,0.6,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Kellogg Tower Greemtord Rd.Greemtord,Middlesex UB6 OJA",2328,5,51.508217,-0.0761879025700761,"Tower of London, Tower Hill, London, EC3N 4AB, United Kingdom",,Tower of London,Tower Hill,EC3N 4AB,London Borough of Tower Hamlets,Whitechapel,,London,Greater London,England,ENG,United Kingdom,gb,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Kellogg Tower Greenford Rd.Greenford,Middlesex UB6 OJA",2329,5,51.508217,-0.0761879025700761,"Tower of London, Tower Hill, London, EC3N 4AB, United Kingdom",,Tower of London,Tower Hill,EC3N 4AB,London Borough of Tower Hamlets,Whitechapel,,London,Greater London,England,ENG,United Kingdom,gb,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Kellogg Tower,Greenford Rd.,Greenford,Middlesex UB6 0JA",2330,5,51.5344859,-0.3474668,"Greenford Road, London, UB6 8AS, United Kingdom",,Greenford Road,Greenford Road,UB6 8AS,London Borough of Ealing,Greenford,,London,Greater London,England,ENG,United Kingdom,gb,0.44099999999999995,0.7,0.7,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Kellogg Tower,Greenford Rd.,Greenford,Middlesex UB6 OJA",2331,5,51.5344859,-0.3474668,"Greenford Road, London, UB6 8AS, United Kingdom",,Greenford Road,Greenford Road,UB6 8AS,London Borough of Ealing,Greenford,,London,Greater London,England,ENG,United Kingdom,gb,0.44099999999999995,0.7,0.7,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Kellogg Tower,Greenford Rd.,Greenford,Middlesex,UB6 0JA",2332,5,51.5344859,-0.3474668,"Greenford Road, London, UB6 8AS, United Kingdom",,Greenford Road,Greenford Road,UB6 8AS,London Borough of Ealing,Greenford,,London,Greater London,England,ENG,United Kingdom,gb,0.44099999999999995,0.7,0.7,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Kellogg Tower,Greenford Rd.,Greenford,Middlesex,UB6 OJA",2333,5,51.5344859,-0.3474668,"Greenford Road, London, UB6 8AS, United Kingdom",,Greenford Road,Greenford Road,UB6 8AS,London Borough of Ealing,Greenford,,London,Greater London,England,ENG,United Kingdom,gb,0.44099999999999995,0.7,0.7,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Kent House 14/17 Market Place London,W1N 7AJ",2334,5,51.5161298,-0.1398736,"Reiss, 14-17 Market Place, London, W1W 8AJ, United Kingdom",14-17,Reiss,Market Place,W1W 8AJ,,Fitzrovia,,London,Greater London,England,ENG,United Kingdom,gb,0.27,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Kenwood House,Dwight Rd.,Watford,Hertfordshire,WD18 9EB",2335,5,51.6409276,-0.4307379,"Dwight Road, Three Rivers, WD18 9HG, United Kingdom",,Dwight Road,Dwight Road,WD18 9HG,,Batchworth,HRT,Three Rivers,Hertfordshire,England,ENG,United Kingdom,gb,0.44099999999999995,0.7,0.7,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Kenwood House,Dwight Rd.,Watford,Herts,WD1 8EB",2336,5,51.6410701,-0.4276614,"Dwight Road, Three Rivers, WD17 1LD, United Kingdom",,Dwight Road,Dwight Road,WD17 1LD,,Batchworth,HRT,Three Rivers,Hertfordshire,England,ENG,United Kingdom,gb,0.125,0.5,0.5,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Kenwood House,Dwight Rd.,Watford,Herts,WD18 9EB",2337,5,51.6409276,-0.4307379,"Dwight Road, Three Rivers, WD18 9HG, United Kingdom",,Dwight Road,Dwight Road,WD18 9HG,,Batchworth,HRT,Three Rivers,Hertfordshire,England,ENG,United Kingdom,gb,0.44099999999999995,0.7,0.7,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Kenwood House,Dwight Rd.,Watford,Herts.,WD1 8EB",2338,5,51.6410701,-0.4276614,"Dwight Road, Three Rivers, WD17 1LD, United Kingdom",,Dwight Road,Dwight Road,WD17 1LD,,Batchworth,HRT,Three Rivers,Hertfordshire,England,ENG,United Kingdom,gb,0.125,0.5,0.5,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Kenwood House,Dwight Rd.,Watford,Herts.,WD18 9EB",2339,5,51.6409276,-0.4307379,"Dwight Road, Three Rivers, WD18 9HG, United Kingdom",,Dwight Road,Dwight Road,WD18 9HG,,Batchworth,HRT,Three Rivers,Hertfordshire,England,ENG,United Kingdom,gb,0.44099999999999995,0.7,0.7,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Kenwood House,Dwight Rd.Watfond,Herts.,WD1 8EB",2340,5,55.952266,-4.524624,"Overtoun House, Dumbarton, G82 2SH, United Kingdom",,,Overtoun House,G82 2SH,,,WDU,Dumbarton,West Dunbartonshire,Scotland,SCT,United Kingdom,gb,1,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Kenwood House,Dwight Rd.Watford,Herts.,WD1 8EB",2341,5,55.952266,-4.524624,"Overtoun House, Dumbarton, G82 2SH, United Kingdom",,,Overtoun House,G82 2SH,,,WDU,Dumbarton,West Dunbartonshire,Scotland,SCT,United Kingdom,gb,1,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Kestrel House,Garth Rd.,Morden,Surrey SM4 4LP",2342,5,51.383377,-0.223916,"Garth Road, London, SM4 4JX, United Kingdom",,Garth Road,Garth Road,SM4 4JX,London Borough of Merton,Lower Morden,,London,Greater London,England,ENG,United Kingdom,gb,0.45,0.9,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
